fold_id,cv_tag,html_id,sent_id,text,tag
0,cv069,10801,17,"the cast is generally good , though marred at times by dubbing into english that renders speech all but emotionless .",pos
0,cv069,10801,18,"asia argento's performance is by turns risky , awkward and fascinating .",pos
0,cv069,10801,19,"it's a difficult role , and given her relative inexperience on screen she deserves applause for her efforts .",pos
0,cv069,10801,20,"thomas kretschmann is chillingly effective as alfredo , and marco leonardi ( of cinema paradiso , and possibly the most gorgeous looking man in italy ) does okay as anna's work colleague and increasingly confused love interest .",pos
0,cv069,10801,21,but perhaps the stendhal syndrome's single most striking element is ennio morricone's soundtrack .,pos
0,cv069,10801,22,"active since the 1960's , morricone has scored over 100 films in his career and this must rate as one of his finest efforts .",pos
0,cv069,10801,23,"it's mostly a variation on the one theme : a slow circular melody for strings and wordless female vocal possessed with an extraordinary , haunting beauty that lingers long afterwards .",pos
0,cv069,10801,24,it's been three decades since argento and morricone worked together .,pos
0,cv069,10801,25,this is a long welcome reunion .,pos
0,cv069,10801,26,"if the film has a fault , it is that the last half hour drags a little and the film doesn't quite reach a completely satisfying climax .",pos
0,cv069,10801,27,"but by the closing scenes , the stendhal syndrome has already offered us enough to qualify as one of the very best films of dario argento's career .",pos
0,cv069,10801,28,* note : see the uncut print from japanese laserdisc if you can .,pos
0,cv069,10801,29,dubs of this version are available from various video dealers on the world wide web .,pos
0,cv070,12289,0,"close your eyes for a moment , if you will , and imagine the sound of stephen rea's gaelic brogue , silky smooth and irish like a pint of guinness .",pos
0,cv070,12289,1,"a lackadaisical , naughty little schoolboy voice that flirts and gambols .",pos
0,cv070,12289,2,"an acerbic , sing-song metered voice that evokes the startling imagery and language of anthony burgess' "" a clockwork orange . """,pos
0,cv070,12289,3,"a voice that deliciously conjures scenes both porcine and puerile , like those out of "" delicatessen , "" or "" the tin drum . """,pos
0,cv070,12289,4,"imagine all of that , and you'll get a good sense of what you can expect from "" the butcher boy . """,pos
0,cv070,12289,5,imagine that and more .,pos
0,cv070,12289,6,"neil jordan's latest film "" stars "" rea in more ways than one .",pos
0,cv070,12289,7,"rea , the accomplished irish actor most notable from his star turn in jordan's "" the crying game , "" contributes a restrained and managed performance as da brady , a small town drunk in an unnamed irish community in the 1960s .",pos
0,cv070,12289,8,"but it's his wall-to-wall narration as the butcher boy of the title , da brady's son , francis , that makes rea's "" performance "" worth watching , worth listening to .",pos
0,cv070,12289,9,and that's only half the fun .,pos
0,cv070,12289,10,"playing the young francie brady is newcomer eamonn owens and he is , without a doubt , a revelation .",pos
0,cv070,12289,11,"for as much as rea's voiceover permeates almost every scene of "" the butcher boy , "" owens commands virtually every frame .",pos
0,cv070,12289,12,it's impossible to take your eyes off him .,pos
0,cv070,12289,13,"with his crop of carrot-colored hair , ruddy complexion , and overall grubby appearance , francie brady is an unlikely hero , refusing to be done in by his alcoholic , trumpet-playing father , his depressive , suicidal mother , or the neighboring , bespectacled monster known as mrs . nugent ( fiona shaw ) .",pos
0,cv070,12289,14,"in fact , everything was ok until "" the nugent "" came to town .",pos
0,cv070,12289,15,"now , she poses as much a threat to the safety and security of town bully francie and his best pal joe ( alan boyle ) as the looming commie menace ( "" the butcher boy "" is set at a time when the fear of nuclear obliteration is first and foremost in the minds of many ) .",pos
0,cv070,12289,16,""" pigs ! "" screams mrs . nugent at the brady menagerie .",pos
0,cv070,12289,17,""" you're all pigs ! """,pos
0,cv070,12289,18,it's the start of many a related image .,pos
0,cv070,12289,19,"after ma brady is shipped off to the "" garage "" for psychiatric observation and da brady downs one bottle of whiskey too many , francie finally loses grip of his fantasy world of cowboys and indians , the lone ranger , and other comicbook characters .",pos
0,cv070,12289,20,"squealing like a stuck pig , francie does "" the likes o' that "" on the nugent's living room floor , and is himself whisked away to a very catholic remand home for "" boney arsed bogmen , "" where his ever fertile imagination--and clever chicanery--runneth over .",pos
0,cv070,12289,21,"director jordan's vivid treatment of pat mccabe's nightmare novel produces a sometimes disturbing , dark comedy littered with surreal touches ( such as sin ? ad o'connor playing the virgin mary ) .",pos
0,cv070,12289,22,"it's not as outlandish as the trailers make out ; instead , this remarkable film focuses on the effects external influences have on the friendship between two boys ( schoolboy chums in real life ) , allowing us to empathize with their plight in the presence of extraordinary behavior .",pos
0,cv070,12289,23,it's bleak and it's black but it's fundamentally very funny .,pos
0,cv070,12289,24,"rea talks us through it , beautifully , and owens drags us though it , admirably , and , in tandem with jordan's sure hand , theirs are contributions to make "" the butcher boy "" a film worth savoring .",pos
0,cv071,12095,0,"zero effect gets its title from the main character , daryl zero ( bill pullman ) , although we don't understand what it truly means until the very last line of dialogue in the film .",pos
0,cv071,12095,1,"zero is a private investigator , perhaps the best private investigator who ever lived ( at least he'd like to think so ) .",pos
0,cv071,12095,2,"however , he's a socially inept being , and eccentric in every possible way -- this fact certainly makes his talents as a private eye even more bewildering than they already are .",pos
0,cv071,12095,3,"zero's accomplice is steve arlo ( ben stiller ) , a "" normal "" guy who does the business side of the job -- he's the one who actually speaks to clients and explains zero's greatness as an investigator .",pos
0,cv071,12095,4,the opening scene has steve explaining the many virtues of zero's talents to soon-to-be client gregory stark ( ryan o'neal ) .,pos
0,cv071,12095,5,"it turns out that stark has lost a key to a safe deposit box , and is now being blackmailed for something that he apparently knows nothing about .",pos
0,cv071,12095,6,"zero takes the case , and the plot thickens .",pos
0,cv071,12095,7,"his path leads to a young , pretty paramedic named gloria sullivan ( kim dickens ) .",pos
0,cv071,12095,8,"despite her luminous and seemingly-harmless presence , she turns out to be the one blackmailing stark .",pos
0,cv071,12095,9,"through his investigations , zero learns why , but not without developing feelings for gloria -- feelings that , because of his reclusive behavior , are new and confusing to him .",pos
0,cv071,12095,10,i have no particular affinity towards the mystery genre of film .,pos
0,cv071,12095,11,"i can idly enjoy movies about private investigators , and , every once in a while , a film like chinatown comes a long that blows me away ( actually , no private eye film has ever reached chinatown's greatness ) .",pos
0,cv071,12095,12,"zero effect , which is jake kasdan's first effort as writer/director , is a film about a private investigator that succeeds in all attempts : it's an original , funny , and completely involving motion picture .",pos
0,cv071,12095,13,"with so many cliches available to this genre , i find it amazing that kasdan avoided all of them .",pos
0,cv071,12095,14,"but he didn't just successfully avoid flaws : he has created a great film here , one that had me interested and fascinated from the first shot to the final moment .",pos
0,cv071,12095,15,"take , for starters , the great cast of characters .",pos
0,cv071,12095,16,"pullman is terrific as zero , showing a comic flair that i really haven't seen from him since spaceballs .",pos
0,cv071,12095,17,"zero is the kind of guy who seems at ease switching personalities so frequently as he does here ; the fact that he's an almost exaggeratedly twisted , emotionally unstable man outside of his profession is not at all difficult to believe .",pos
0,cv071,12095,18,"pullman's performance is much more layered than it might seem at first glance , and the occasional voice-over as he's going through the motions of his job are insightful and often hilarious .",pos
0,cv071,12095,19,ben stiller is also a very funny individual ; he's the kind of comedian who makes normal lines sound funny .,pos
0,cv071,12095,20,""" i'll shoot you , "" he says to stark at one point .",pos
0,cv071,12095,21,""" i have a gun , and everything . """,pos
0,cv071,12095,22,"his character is also well-drawn , with an interesting subplot involving his girlfriend ( angela featherstone ) who is not happy with the extensive amounts of time he must spend away from her due to the unpredictability of his job .",pos
0,cv071,12095,23,"o'neal also gives his character a bit of depth ; and kim dickens , last seen ( and underused ) in mercury rising , gets a chance to show us her talent here , giving gloria the realism this kind of character really needs .",pos
0,cv071,12095,24,i find zero effect to be an immensely funny and witty film .,pos
0,cv071,12095,25,"kasdan's humor is of the best kind -- soft spoken , and mostly dialogue-driven ( though there are some great visual jokes ) .",pos
0,cv071,12095,26,it's the kind of humor that's funny even after you've seen it five or six times .,pos
0,cv071,12095,27,"there's one scene in which zero talks about how detached he is , an how that makes him such a great detective .",pos
0,cv071,12095,28,"what we see during this narration are various shots of him sitting on a bed , or standing motionlessly , with his hair destroyed and an utterly blank look painted on his unshaven face , his eyes pointing to something off camera , but obviously to nothing in particular .",pos
0,cv071,12095,29,"i can't convey to you how funny this is , but what makes it great film making is that it has a point -- scenes like this are frequent , and they provide solid characterization of zero .",pos
0,cv071,12095,30,"as a side note , i don't consider myself an average viewer when it comes to comedy ( not to sound elitist ) -- i find things funny that many do not , and vice versa .",pos
0,cv071,12095,31,"there was a clump of people near me in the theater laughing uproariously through this film , and the rest of the theater was relatively silent through most of it .",pos
0,cv071,12095,32,"i have a feeling the humor here won't appeal to everyone , but there's certainly enough story and character development to keep anyone's interest .",pos
0,cv071,12095,33,"jake kasdan , son of writer/director lawrence kasdan , is only 22 years old .",pos
0,cv071,12095,34,"i found this out after seeing the film , and i can't remember ever being so impressed with a film maker .",pos
0,cv071,12095,35,"his direction is stylish without being pretentious , and his writing is mature , full , and developed .",pos
0,cv071,12095,36,"zero effect is the kind of film that i'll buy for my collection -- smart , original films like this are rare as it is , but this one actually has a heart and a soul .",pos
0,cv071,12095,37,"at the end of the film , i was involved in the characters , and i was satisfied with the outcome .",pos
0,cv071,12095,38,"and , with kasdan's undeniable talent at such a young age , all i can do is hope to see a lot more from him in the future .",pos
0,cv072,6169,0,the long kiss goodnight ( r ) meryl streep tried it and failed .,pos
0,cv072,6169,1,even pamela anderson lee made an attempt but fell flat on her well-bared assets .,pos
0,cv072,6169,2,"however , geena davis could very well become the first bankable american female action star with the long kiss goodnight , a preposterous but incredibly fun action thriller directed by her husband , renny harlin .",pos
0,cv072,6169,3,"davis plays samantha caine , a mousy suburban school teacher and mother whose memories only go back eight years .",pos
0,cv072,6169,4,"with the help of ethically questionable private detective mitch hennessey ( samuel l . jackson ) , she slowly remembers--and reclaims--her past as charly baltimore , tough-as-nails cia operative .",pos
0,cv072,6169,5,"needless to say , with the reappearance of samantha/charly comes the appearance of an assortment of no-goodniks out to erase more than her memory .",pos
0,cv072,6169,6,"shane black netted a cool $4 mil for his script ; i'm not so sure if his prose is truly deserving of such a hefty price tag , but for what it's worth , it delivers the goods .",pos
0,cv072,6169,7,"like black's previous work , such as lethal weapon and the last boy scout , the script juggles some impressive action scenes with funny , quirky dialogue .",pos
0,cv072,6169,8,"the humor especially works well in this case , for the story is so preposterous that the laughs help to keep things from taking things too seriously .",pos
0,cv072,6169,9,but there's no argument that the more unbelievable sequences are original and entertaining as hell : who can resist the sight of davis tossing her daughter from a hole in her house into the nearby treehouse or chasing after a car . . .,pos
0,cv072,6169,10,while ice skating ?,pos
0,cv072,6169,11,jackson and davis make a good team .,pos
0,cv072,6169,12,"jackson is funny as ever as ever ; in fact , his spirited line deliveries , especially when he first appears , are more than reminiscent of his work as jules in pulp fiction .",pos
0,cv072,6169,13,"as good as he is , the one who should benefit the most from this project is davis , who shows much promise as an action heroine .",pos
0,cv072,6169,14,what makes her so effective and why she should succeed where streep and lee failed is that she doesn't take herself too seriously .,pos
0,cv072,6169,15,"she is obviously in on the joke , slyly taking jabs at herself and at the situation .",pos
0,cv072,6169,16,"this is not to say that she doesn't need work--sometimes she lays on the "" toughness "" a bit too thick and comes off too much as a caricature .",pos
0,cv072,6169,17,"but should the public embrace the film and , in turn , the notion of a kick-ass female , davis could have found her special niche .",pos
0,cv072,6169,18,"it seems as if davis and harlin's first collaboration , the middling pirate epic cutthroat island , was just a dress rehearsal ( albeit a very costly one ) for long kiss , in which the wife-husband team hit their action stride .",pos
0,cv072,6169,19,"anyone simply looking for a fun , escapist entertainment that requires little-to-no thinking will find this film to be a more-than-welcome kiss .",pos
0,cv073,21785,0,screen story by kevin yagher and andrew kevin walker .,pos
0,cv073,21785,1,screenplay by andrew kevin walker .,pos
0,cv073,21785,2,inspired by the short story the legend of sleepy hollow by washington irving .,pos
0,cv073,21785,3,directed by tim burton .,pos
0,cv073,21785,4,"starring johnny depp , christina ricci , and casper van dien .",pos
0,cv073,21785,5,special appearances by christopher lee and christopher walken .,pos
0,cv073,21785,6,synopsis : investigator ichabod crane journeys to 1799 sleepy hollow to investigate a series of murders involving decapitation .,pos
0,cv073,21785,7,townspeople believe the spirit of a dead german mercenary is threatening them .,pos
0,cv073,21785,8,cute blonde katrina and a listless orphan help crane solve the mystery .,pos
0,cv073,21785,9,comments : tim burton has directed a number of entertaining and groundbreaking films over the years .,pos
0,cv073,21785,10,"batman , of course , is perhaps his best-known film and led to a string of less successful sequels .",pos
0,cv073,21785,11,"he's done biographical work ( on the director ed wood ) , children's movies ( nightmare before christmas ) , and a homage to alien invasion movies ( mars attacks ! ) .",pos
0,cv073,21785,12,"sleepy hollow , his newest feature which fans have been anticipating for a while , shares the similar dark and atmospheric style of his earlier work and counts among his better movies .",pos
0,cv073,21785,13,"sleepy hollow quite obviously draws its inspiration from the old period horror films of the 1950s and 1960s , especially hammer studios' reworkings of dracula and frankenstein , and american international's series of movies based on the works of edgar allan poe .",pos
0,cv073,21785,14,"christopher lee , in fact , star of many hammer productions over the years , appears at the beginning of sleepy hollow as a judge who sends ichabod crane out to investigate the murders .",pos
0,cv073,21785,15,the movie also borrows from the universal monster movies of the 1930s .,pos
0,cv073,21785,16,one of the climatic scenes involves a windmill and obviously takes its cue from frankenstein .,pos
0,cv073,21785,17,i mention these allusions for a reason .,pos
0,cv073,21785,18,"seasoned horror film fans , including myself , will smile at their inclusion in this film .",pos
0,cv073,21785,19,"with the recent disappointments in theatrically released horror movies , especially the blair witch project ( the most overblown turkey of the decade ) , we needed a film like this .",pos
0,cv073,21785,20,"not only does it have a sense of history , but burton's skillful use of setting and mood make this an entertaining exercise in horror .",pos
0,cv073,21785,21,"the film's eerie landscapes and foggy towns , indeed , overshadow the actors and the plot as the most noteworthy aspect of the movie .",pos
0,cv073,21785,22,"johnny depp , a veteran tim burton actor who has appeared both in ed wood and edward scissorhands , plays ichabod crane , who has apparently changed occupations from irving's original story and is now an investigator .",pos
0,cv073,21785,23,depp is adequate in his role .,pos
0,cv073,21785,24,no more ; no less .,pos
0,cv073,21785,25,"equally adequate is christina ricci , who plays the love interest in the film .",pos
0,cv073,21785,26,she's a good witch too .,pos
0,cv073,21785,27,how cute .,pos
0,cv073,21785,28,one of the few weak parts of sleepy hollow is the wooden and cliched dialogue between the main characters .,pos
0,cv073,21785,29,"the two actors , however , carry the movie well enough , but the supporting cast is what makes this movie shine .",pos
0,cv073,21785,30,veteran actors such as jeffrey jones and michael gough ( who played the butler alfred in all four recent batman flicks ) are terrific as the aging townsfolk involved in the conspiracy which depp uncovers .,pos
0,cv073,21785,31,"while i do not wish to reveal crucial plot points , i can say that the storyline becomes quite confusing .",pos
0,cv073,21785,32,you have to pay attention .,pos
0,cv073,21785,33,andrew kevin walker wrote the screenplay .,pos
0,cv073,21785,34,he's the one who also wrote 8 mm and seven .,pos
0,cv073,21785,35,"walker is quickly becoming one of the premiere suspense writers in hollywood , and sleepy hollow certainly doesn't hurt his growing reputation .",pos
0,cv073,21785,36,"as one might imagine from a gentleman like walker , sleepy hollow is quite graphic .",pos
0,cv073,21785,37,there's a lot of blood and a lot of beheadings .,pos
0,cv073,21785,38,this is definately not a flick to take the young kids to .,pos
0,cv073,21785,39,a lady in front of us took her two young sons to see it and spent about 25 - 30 minutes covering the youngest's eyes with her hand .,pos
0,cv073,21785,40,he was obviously upset by the movie's intense violence .,pos
0,cv073,21785,41,"if you're looking for a good scare , however , sleepy hollow is definately recommended .",pos
0,cv074,6875,0,"mpaa : not rated ( though i feel it would likely be pg , for martial-arts violence . )",pos
0,cv074,6875,1,"with three movies already ( re ) released theatrically in america , and at least three more on their way , jackie chan is one of the newest "" hot properties "" in action adventure stardom , and it's just about time .",pos
0,cv074,6875,2,"for over twenty-five years , jackie's been starring in martial arts and action movies in hong kong , thrilling audiences with both an incredible grasp of acrobatics and martial arts and a wonderful sense of comedy .",pos
0,cv074,6875,3,""" drunken master "" has the distinction of being the first jackie chan movie to "" make it big "" --this is the movie that supposedly set jackie up for big stardom in hong kong .",pos
0,cv074,6875,4,"i'm not entirely sure why , exactly .",pos
0,cv074,6875,5,"in many ways , "" drunken master "" is similar to most of jackie's other early films , such as "" fearless hyena "" i and ii , "" master with cracked fingers "" , "" half a loaf of kung fu "" , "" spiritual kung fu "" , and others .",pos
0,cv074,6875,6,"in fact , looking at all these early films together , one gets the impression that they were stamped out , cookie-cutter style , at a rate of four to six per year , all using the same casts and telling very similar stories .",pos
0,cv074,6875,7,"to be honest , i think that early jackie chan movies are something of an acquired taste .",pos
0,cv074,6875,8,they're quite different from action movies as we know them in america .,pos
0,cv074,6875,9,"these films tend to be set in the chinese countryside in an indeterminate period sometime in the distant past , with fairly slow plots that often meander far afield and sometimes seem to exist only for the intention of stringing comedy and fight scenes together .",pos
0,cv074,6875,10,""" drunken master "" , though its plot is tighter than some , is no exception .",pos
0,cv074,6875,11,"( as an aside , "" drunken master "" was the first jackie chan movie i ever saw , and i saw it the way it was meant to be seen . . . in",pos
0,cv074,6875,12,"a movie theater in seattle , as part of an asian film festival .",pos
0,cv074,6875,13,"at the time , i didn't really think it was anything special . . . but",pos
0,cv074,6875,14,"after having seen more films like it , it's kind of grown on me . )",pos
0,cv074,6875,15,""" drunken master "" 's storyline is very similar to that of other early jackie chan movies , such as "" fearless hyena "" i and ii and "" master with cracked fingers "" --slacker martial arts student is taught the martial arts by a harsh-seeming master , and has a big fight with an evil bad guy in the end ( a formula that has been "" adapted , "" to put it kindly , by american films such as karate kid ) .",pos
0,cv074,6875,16,"more specifically , jackie chan plays the part of wong fei-hong , aka "" naughty panther , "" a fun-loving , practical-joking kung fu student who is too good at kung fu for his own good , but not _quite_ good enough .",pos
0,cv074,6875,17,"after embarrassing his instructor's assistant by beating him roundly , then beating up a bully in a marketplace , wong fei-hong tries to hit on a pretty girl , but discovers that she , and her mother , can hit back , better than he can . . . and",pos
0,cv074,6875,18,"is further chagrinned to discover that the two women are his cousin and aunt , respectively .",pos
0,cv074,6875,19,"his father , wong kei-ying , is unhappy about this , and is further annoyed when the father and brother of the bully show up to sue for damages .",pos
0,cv074,6875,20,"kei-ying soon institutes a harsh regimen of punishment , which fei-hong does not like at all .",pos
0,cv074,6875,21,"while escaping from this punishment , fei-hong meets up with a drunken old man , who proceeds to thrash him soundly , then take him on as a student and thrash him some more .",pos
0,cv074,6875,22,"this turns out to be su hua-chi , a legendary master of drunken-style kung fu .",pos
0,cv074,6875,23,"he assigns fei-hong a series of bizarre tasks , such as filling jugs with water while hanging upside down from a frame , cracking walnuts with his hands , and other such exercises , that seem like more pointless cruelty but are actually strengthening him up .",pos
0,cv074,6875,24,"then , when he's ready , he teaches him the seven styles of drunken kung fu .",pos
0,cv074,6875,25,"unfortunately , the lazy fei-hong only practices six of them . . .",pos
0,cv074,6875,26,""" drunken master "" features some wonderful martial arts sequences , with jackie winning some fights and losing others .",pos
0,cv074,6875,27,"it's been said before , but i'll say it again--these fights don't just _happen_ , they're as carefully choreographed as any ballet performance , and it shows .",pos
0,cv074,6875,28,"in his fights , jackie often makes use of objects found in his environment-- benches , jugs , cups , bowls , fruits and vegetables--often in new and surprising ways .",pos
0,cv074,6875,29,"the fight scenes , particularly those toward the end of the film , are unparallelled in most american films .",pos
0,cv074,6875,30,"whether jackie wins or loses , it's really something to see . . . and",pos
0,cv074,6875,31,"it's often as funny as anything , too .",pos
0,cv074,6875,32,"and funny is the other thing jackie chan is very , very good at .",pos
0,cv074,6875,33,"there's very little that's new in this movie--jackie winning fights , jackie getting beaten badly by a master , jackie going through punishment or training . . . these",pos
0,cv074,6875,34,"schticks have all been seen before , in any one of several dozen similar jackie movies from the seventies and early eighties .",pos
0,cv074,6875,35,but they're still hilarious as ever .,pos
0,cv074,6875,36,"likewise , jackie has a _great_ supporting cast , many of whom were also in other early jackie films , and they're often the source of plenty of hilarity on their own .",pos
0,cv074,6875,37,"the really big thing about "" drunken master "" , though , that inspired several copycats ( including a couple starring jackie himself ) and a sequel fifteen years later , was the drunken-style kung fu .",pos
0,cv074,6875,38,"i'm not certain whether or not this is actually a genuine style of kung fu , but the principle behind it is to imitate the wobbly movements of a drunkard to lull the enemy into a false sense of security . . . and",pos
0,cv074,6875,39,it apparently helps if you're drunk while you're doing it .,pos
0,cv074,6875,40,"genuine or not , i have to admit , there's just something incredibly fun about watching a fellow who looks utterly sloshed wading into a group of startled opponents and making mincemeat out of them before they even realize what's going on .",pos
0,cv074,6875,41,"come to think of it , perhaps this element is what accounts for this film's success over any of the other jackie films . . . it's",pos
0,cv074,6875,42,"not just martial arts , it's the kind of martial arts that makes you stop and go , "" whoa . . . """,pos
0,cv074,6875,43,"on the negative side , the cinematography in this film is nothing special , the film stock is rather primitive , the plot is often rather slow , and the subtitles are sometimes extremely hard to read against the background .",pos
0,cv074,6875,44,""" gone with the wind "" , this isn't .",pos
0,cv074,6875,45,"still , if you like martial arts films , or like what you've seen so far of jackie chan and want to see more , give it a shot .",pos
0,cv074,6875,46,"it's much more "" real "" than chuck norris or jean-claude van damme .",pos
0,cv074,6875,47,you might very well like it .,pos
0,cv074,6875,48,"another interesting thing about "" drunken master "" has to do with its video availability in the us .",pos
0,cv074,6875,49,""" drunken master "" is the only early jackie chan movie that i know of that you can find in its original , letterboxed , hong kong subtitled form , commercially available on vhs ( from magnum video , in a gold box , for about $10 ) .",pos
0,cv074,6875,50,"there are plenty of other early jackie films around , but these are typically either in dubbed , pan-and-scanned form or else import tapes priced for rental instead of purchase .",pos
0,cv074,6875,51,"thankfully , "" drunken master "" , at least , is available in the aspect ratio in which it was meant to be seen , at a very affordable price .",pos
0,cv074,6875,52,"if you like "" drunken master "" , take a look at the numerous other early jackie chan films that are out there ( even the dubbed ones aren't really _too_ bad . . . if",pos
0,cv074,6875,53,"nothing else , you can enjoy the martial arts choreography while making fun of the dialogue ) .",pos
0,cv074,6875,54,"i particularly recommend "" spiritual kung fu "" , "" half a loaf of kung fu "" , the "" fearless hyena "" movies , and "" snake & crane arts of shaolin "" .",pos
0,cv074,6875,55,"also , the mostly-unrelated-storywise sequel , "" drunken master ii "" , will hit theaters in american release sometime later this year ( though what its american-release title will be is still uncertain ) and comes _highly_ recommended by this reviewer .",pos
0,cv074,6875,56,"also , for a rather different interpretation of the character wong fei-hong ( who is in fact a popular figure from chinese folklore ) , i've been told to suggest the "" once upon a time in china "" series starring jet li ( though i haven't personally seen any of them yet ) .",pos
0,cv074,6875,57,"if you choose to watch "" drunken master "" , i really hope you enjoy it , and i hope it starts to open your eyes to the wonderful world of asian cinema that's out there .",pos
0,cv074,6875,58,"all in all , i give this film an .",pos
0,cv075,6500,0,"well , i know that stallone is 50 years old now , but in daylight he doesn't look it !",pos
0,cv075,6500,1,daylight is a great disaster movie .,pos
0,cv075,6500,2,"if you've seen cliffhanger , you'll know stallone's character already .",pos
0,cv075,6500,3,"a guy with a bad past , but is in the right place at the wrong time .",pos
0,cv075,6500,4,a tunnel connecting new york and new jersey has both sides collapses when a group of robbers collide with a truck carrying * very * flammable toxic waste .,pos
0,cv075,6500,5,a dozen or so people survive the collapses and the incinerating fireball ( and what a fire ball it was ! ),pos
0,cv075,6500,6,"stallone , a former emergency medical service man , is chauffeuring a rich couple around , when they reach the outside of the tunnel , before the explosion .",pos
0,cv075,6500,7,"then , 30 minutes into the movie , boom !",pos
0,cv075,6500,8,">from here on , the plot takes a back seat , and we are treated to some of the best camera work and action staged .",pos
0,cv075,6500,9,most all the action is plausible and will hold you at the edge of your seat .,pos
0,cv075,6500,10,"there are a few melodramatic parts here , but , they tend to work out well .",pos
0,cv075,6500,11,"there is no general antagonist in this film , but the action and suspense makes you forget all about that .",pos
0,cv075,6500,12,"daylight is a great film , i saw a non-matinee showing of it , and i thought it was worth every penny .",pos
0,cv075,6500,13,"the characterizations are mostly flat , one dimesional , but they have enough in them to get you to care for some of the characters .",pos
0,cv075,6500,14,rob cohen ( dragonheart ) does a great job with this film .,pos
0,cv076,24945,0,logical time travel movies are a near-impossibility .,pos
0,cv076,24945,1,"considering that the skeptic's best argument against the possibility of time travel is the idea of altered realities , writing a script that deals with this problem is an imposing task .",pos
0,cv076,24945,2,"occasionally , we get a film that does manage it .",pos
0,cv076,24945,3,"terry gilliam's "" 12 monkeys "" was one such film .",pos
0,cv076,24945,4,"but more frequently , we get films that don't much deal with it at all .",pos
0,cv076,24945,5,there is one question to ask in this case : does the film have other virtues that override the existing logical inconsistencies ?,pos
0,cv076,24945,6,"the "" terminator "" films made up for them with exciting action , "" back to the future "" did it with an entertaining story , and the new film "" frequency "" pulls off the trick with a strong package of its own .",pos
0,cv076,24945,7,"is "" frequency "" filled with plot holes ?",pos
0,cv076,24945,8,yes .,pos
0,cv076,24945,9,does it matter ?,pos
0,cv076,24945,10,not really .,pos
0,cv076,24945,11,the film opens in october of 1969 .,pos
0,cv076,24945,12,"firefighter frank sullivan ( dennis quaid ) puts his life on the line every time he suits up for his job , then goes home to his loving wife julia ( elizabeth mitchell ) and son johnny ( daniel henson ) .",pos
0,cv076,24945,13,"the double-pronged story flashes forward to 1999 , where johnny ( now jim caviezel ) is all grown up and working as a police detective .",pos
0,cv076,24945,14,a strange occurrence -- the appearance of aurora borealis over new york city -- allows father and son to communicate through the same ham radio frank used in '69 and that john has found in the present day .,pos
0,cv076,24945,15,"though both are initially skeptical of the idea , john eventually takes this opportunity to warn his father against his impending death in a warehouse fire , and he succeeds in saving frank from certain doom .",pos
0,cv076,24945,16,"now flooded with memories of a full life with his father alive , john is initially overjoyed , until he discovers that the changes to the timeline have been disastrous : a serial killer that would have died has instead lived to kill seven more women .",pos
0,cv076,24945,17,"frank and john now must work together to set things right , with john using the information he has gathered in the future to instruct frank on what to do in the past .",pos
0,cv076,24945,18,"the premise of "" frequency "" is unusual , and requires getting over one very important mental hurdle to fully accept : john and frank are the only ones conscious of how the timeline has been changed as a result of their actions .",pos
0,cv076,24945,19,this isn't explained ; you just have to go with it .,pos
0,cv076,24945,20,"when frank doesn't die in a fire , john is the only one who remembers it differently , while everyone else remembers it the new way .",pos
0,cv076,24945,21,the concept also runs into problems concerning just how synchronous the two realities -- 1969 and 1999 -- are to each other .,pos
0,cv076,24945,22,"sometimes frank's changing the past results in something happening right away in john's world , and sometimes john gets the changes ahead of time .",pos
0,cv076,24945,23,"now , the filmmakers might have perfectly good explanations for this , and i could probably come up with something fairly convoluted ( but nevertheless logical ) if i thought about it hard enough ( for example , the reason john gets advance information of the serial killer's murders was because the change had already happened in frank's world , and john is only witnessing the * projection * of that change ) , but explanations aren't really the point .",pos
0,cv076,24945,24,"when "" frequency "" gets cooking , it's a riveting little thriller , even if it is confusing .",pos
0,cv076,24945,25,"what matters to a film like this is if the plot makes sense in the moment , and "" frequency "" works as long as it keeps moving .",pos
0,cv076,24945,26,the film manages to be engaging despite the logical confusion .,pos
0,cv076,24945,27,"director gregory hoblit and screenwriter toby emmerich structure "" frequency "" as good hollywood entertainment , establishing decent , likable characters , making us care for them , and setting up a goal to be reached and a conflict to be resolved .",pos
0,cv076,24945,28,"i liked many of the creative touches : the split screens , allowing us to see how the universe is being affected in both realities , and the greater framework of baseball to drive the action forward .",pos
0,cv076,24945,29,it actually uses the 1969 mets-orioles world series ( the one that featured the amazin' mets ) to great effect -- frank uses john's advance knowledge of the series outcome to convince his friends to believe him .,pos
0,cv076,24945,30,"( admittedly , this device may only be of interest to a baseball fan like myself . )",pos
0,cv076,24945,31,"i even liked the final scene , which features frank and john both fighting the same man simultaneously in different time periods .",pos
0,cv076,24945,32,"some may find this scene blindingly confusing , as the reality shifts start coming fast and furious , but it does make sense if you think about it ( and give the script a lot of leeway ) , and let's face it : it's a darn cool way to end the film .",pos
0,cv076,24945,33,"there are enough surprises and plot twists in "" frequency "" to keep you on your toes , and as a result the movie avoids growing stagnant .",pos
0,cv076,24945,34,"the other major thing to appreciate about "" frequency "" is the handling of the father-son relationship .",pos
0,cv076,24945,35,quaid and caviezel carry off their parts easily ; it's a rock-solid job from both actors .,pos
0,cv076,24945,36,"the relationship is instantly credible because they find the human truth behind the high concept : how would one react to being able to communicate with a dead relative , or with a future descendant ?",pos
